case,dataset_mode,model_name,seed,history,label_coverage_query_minus_label,label_coverage_label,label_coverage_query_max,full_set_coverage_query_minus_label,full_set_coverage_label,full_set_coverage_query_max,partial_answer_recall_query_minus_label,partial_answer_recall_label,partial_answer_recall_query_max,mean_set_size_query_minus_label,mean_set_size_label,mean_set_size_query_max,multi_minus_single_full_set_coverage_query_minus_label,multi_minus_single_full_set_coverage_label,multi_minus_single_full_set_coverage_query_max
icews14_distmult,icews14,temporal_distmult,29,static,-0.0030573116385117505,0.8084775624417038,0.805420250803192,-0.0031209515958072753,0.8078553762807679,0.8047344246849606,-0.00300661484709297,0.8283335015787023,0.8253268867316094,-33.37015663643888,2725.897538570251,2692.527381933812,-0.0017041123176627648,-0.35823070102802584,-0.3599348133456886
icews14_distmult,icews14,temporal_distmult,43,expanding,-0.005337340657062928,0.863172349466266,0.857835008809203,-0.005270286185372841,0.8662996113531976,0.8610293251678247,-0.004834320372831713,0.8835851989875367,0.878750878614705,-73.85643622659245,3461.091508656224,3387.2350724296316,-0.0074011858484087645,-0.3210200191997227,-0.32842120504813144
icews14_distmult,icews14,temporal_distmult,43,rolling,-0.007954192144263628,0.8992382630324386,0.891284070888175,-0.00806736544576614,0.9021905547049818,0.8941231892592156,-0.007349471803010932,0.9169589256422548,0.9096094538392439,-143.13278765751966,4083.3875574137323,3940.2547697562127,-0.012701080895323402,-0.2726274684634673,-0.2853285493587907
icews14_distmult,icews14,temporal_distmult,43,static,-0.007487822572287306,0.8242045807855737,0.8167167582132864,-0.006889647862442616,0.8281710045930986,0.8212813567306559,-0.006685580250237022,0.8469949858206542,0.8403094055704172,-88.45689553645025,2993.4061653515487,2904.9492698150984,-0.008834806415498442,-0.3581871670502087,-0.36702197346570714
icews14_distmult,icews14,temporal_distmult,59,expanding,-0.004093688465125922,0.8580422841745259,0.8539485957094,-0.003739253327052161,0.860764338711577,0.8570250853845248,-0.003631576290862526,0.8793174476440755,0.875685871353213,-60.33217524437623,3467.8748969497115,3407.542721705335,-0.004575116235482679,-0.33880325857063276,-0.34337837480611544
icews14_distmult,icews14,temporal_distmult,59,rolling,-0.0089905689708778,0.9002746398590528,0.891284070888175,-0.008832881874926368,0.9027794134966435,0.8939465316217171,-0.007942022645826774,0.9181929002708531,0.9102508776250263,-133.38343540219012,4132.801819573666,3999.4183841714757,-0.01929079149201285,-0.27878288714578325,-0.2980736786377961
icews14_distmult,icews14,temporal_distmult,59,static,-0.006425536325007752,0.8220281894496839,0.8156026531246762,-0.006153574372865345,0.8252855965139559,0.8191320221410906,-0.005871740012300619,0.8453248701239221,0.8394531301116215,-75.02496761276643,3027.421063478978,2952.3960958662115,-0.008036096050053565,-0.3734185913424064,-0.38145468739245997
icews14_distmult,icews14,temporal_distmult,71,expanding,-0.006865996476318803,0.8573427298165613,0.8504767333402425,-0.006919090802025685,0.8632081026969732,0.8562890118949475,-0.006242721051047617,0.880179258430495,0.8739365373794474,-100.24991167118151,3473.6481274290427,3373.398215757861,-0.012361010988518828,-0.32825710957726084,-0.34061812056577967
icews14_distmult,icews14,temporal_distmult,71,rolling,-0.010389677686806875,0.9003264587003834,0.8899367810135765,-0.010275585914497731,0.9051937345424568,0.894918148627959,-0.009739724414085549,0.9200485738400884,0.9103088494260029,-177.72635731951505,4201.913261099989,4024.1869037804736,-0.011861789622766628,-0.2804985831214386,-0.29236037274420523
icews14_distmult,icews14,temporal_distmult,71,static,-0.006891905896984185,0.8196963415898021,0.8128044356928179,-0.006860204922859436,0.8246084089035449,0.8177482039806855,-0.006441624465119977,0.8433970118687762,0.8369553874036563,-83.43975974561272,2967.047226475091,2883.6074667294783,-0.008544024211369405,-0.35713508321824694,-0.36567910742961635
