run,dataset_mode,model_name,negative_sampling,deletion_rate,method,seed_count,coverage_mean,coverage_sd,timestamp_macro_coverage_mean,timestamp_macro_coverage_sd,mean_size_mean,mean_size_sd,mrr_mean,mrr_sd,coverage_abs_error_mean,undercoverage_mean
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.2,weighted,5,0.8976836978,0.0004237596444,0.8974309053,0.000377202801,3714.577008,39.6182574,0.3170942357,0.001915647275,0.002316302207,0.002316302207
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.3,adaptive,5,0.8978598819,0.000712249927,0.897653361,0.0007793520058,3801.77521,21.49668725,0.3129468248,0.001614205184,0.002140118147,0.002140118147
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.3,kgcp_minmax_static,5,0.8998808167,0.002159624427,0.8995786365,0.00234852544,2342.094207,114.4392268,0.3129468248,0.001614205184,0.001485127993,0.0008021556638
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.3,kgcp_negscore_static,5,0.8953777594,0.00101857311,0.8955747438,0.001422792541,3030.026127,44.10073699,0.3129468248,0.001614205184,0.004622240647,0.004622240647
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.3,kgcp_softmax_static,5,0.8187014198,0.005897754773,0.8144800434,0.00583946522,2668.083812,59.0936333,0.3129468248,0.001614205184,0.08129858016,0.08129858016
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.3,rolling_margin,5,0.898839258,0.0007693832896,0.8985872714,0.0007723845966,3818.049072,20.69854003,0.3129468248,0.001614205184,0.001166960307,0.001163851176
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.3,static_margin,5,0.8186081459,0.005500582822,0.8142722562,0.005451538067,2709.931604,57.18571689,0.3129468248,0.001614205184,0.08139185408,0.08139185408
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.3,top1,5,0.2267644315,0.001784122782,0.229693525,0.001856111295,1,0,0.3129468248,0.001614205184,0.6732355685,0.6732355685
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.3,weighted,5,0.897673334,0.0007051933189,0.897437029,0.0008061380991,3798.779599,19.6684351,0.3129468248,0.001614205184,0.002326665976,0.002326665976
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,0,adaptive,5,0.8977303347,0.0005380183378,0.8973841253,0.0005855769011,3503.380697,153.8044455,0.3216332394,0.001648138621,0.00226966525,0.00226966525
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,0,kgcp_minmax_static,5,0.9018395689,0.002610083197,0.9021450087,0.002704099658,2121.710576,146.9288191,0.3216332394,0.001648138621,0.002030262203,9.534666805e-05
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,0,kgcp_negscore_static,5,0.8971706913,0.001085323334,0.8979872763,0.001022086182,2876.228127,98.78832404,0.3216332394,0.001648138621,0.002829308737,0.002829308737
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,0,kgcp_softmax_static,5,0.8197481604,0.005396472702,0.8159965775,0.005384660518,2434.79046,167.0920587,0.3216332394,0.001648138621,0.08025183957,0.08025183957
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,0,rolling_margin,5,0.8985387087,0.0006891613679,0.8982007407,0.0007413616403,3518.658524,154.9849835,0.3216332394,0.001648138621,0.001461291326,0.001461291326
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,0,static_margin,5,0.8184993264,0.004366925056,0.8144205891,0.004216286592,2467.562457,169.5220703,0.3216332394,0.001648138621,0.08150067364,0.08150067364
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,0,top1,5,0.2317494041,0.00120855714,0.2349011114,0.001461712994,1,0,0.3216332394,0.001648138621,0.6682505959,0.6682505959
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,0,weighted,5,0.8975748782,0.0006265045785,0.8972256352,0.0005855759789,3501.117473,153.9071843,0.3216332394,0.001648138621,0.002425121774,0.002425121774
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,0.3,adaptive,5,0.8978754275,0.0006817181677,0.897652468,0.0005991675139,3775.350425,27.39245898,0.3130988089,0.001836492592,0.002124572495,0.002124572495
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,0.3,kgcp_minmax_static,5,0.9003990051,0.001747052082,0.900070955,0.001729963073,2339.412084,102.5039195,0.3130988089,0.001836492592,0.001153487408,0.0003772411649
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,0.3,kgcp_negscore_static,5,0.8961343144,0.001224669004,0.8963171676,0.001613199352,3055.573044,39.75598655,0.3130988089,0.001836492592,0.003865685563,0.003865685563
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,0.3,kgcp_softmax_static,5,0.8193698829,0.005399569267,0.8151657499,0.004960120718,2652.878158,75.5999334,0.3130988089,0.001836492592,0.08063011711,0.08063011711
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,0.3,rolling_margin,5,0.898704529,0.0006217181307,0.8984707038,0.000559437475,3789.515509,27.07616481,0.3130988089,0.001836492592,0.001295471033,0.001295471033
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,0.3,static_margin,5,0.8194268836,0.005555217853,0.815142057,0.005189488561,2698.311696,73.11732992,0.3130988089,0.001836492592,0.08057311639,0.08057311639
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,0.3,top1,5,0.2269768888,0.002058666113,0.2298344348,0.00224315241,1,0,0.3130988089,0.001836492592,0.6730231112,0.6730231112
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,0.3,weighted,5,0.897673334,0.0005737050185,0.8974132484,0.0005047561534,3772.223458,28.46200755,0.3130988089,0.001836492592,0.002326665976,0.002326665976
