run,dataset_mode,model_name,negative_sampling,seed,deletion_rate,baseline,coverage_gain,undercoverage_reduction,absolute_error_reduction,mean_size_change,mean_size_ratio
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,59,0,kgcp_negscore_static,0.06491513846,0.06491513846,0.06491513846,1560.970149,1.701487935
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,59,0,kgcp_minmax_static,0.05111134465,0.05111134465,0.05111134465,2051.859645,2.183079537
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,59,0,kgcp_softmax_static,0.09916452104,0.09916452104,0.09916452104,1878.583191,1.984781445
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,59,0.3,static_margin,0.1022489622,0.1020282697,0.1018075771,1868.652614,1.898841523
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,59,0.3,kgcp_negscore_static,0.06551941569,0.06529872314,0.06507803058,1284.381267,1.482264846
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,59,0.3,kgcp_minmax_static,0.04565708581,0.04543639325,0.0452157007,1930.038936,1.956615418
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,59,0.3,kgcp_softmax_static,0.1000420367,0.09982134412,0.09960065157,1904.101072,1.931780467
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,71,0,static_margin,0.1029425674,0.1028900215,0.1028374757,1871.461494,1.977043843
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,71,0,kgcp_negscore_static,0.06420576953,0.06415322369,0.06410067784,1656.822075,1.777824489
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,71,0,kgcp_minmax_static,0.04552572119,0.04547317535,0.0454206295,2051.091267,2.181638488
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,71,0,kgcp_softmax_static,0.1011875361,0.1011349903,0.1010824444,1913.18524,2.021068655
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,71,0.3,static_margin,0.1036204088,0.1032210604,0.1028217119,1989.004409,1.848113175
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,71,0.3,kgcp_negscore_static,0.07117860333,0.0707792549,0.07037990647,2174.867001,2.007186669
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,71,0.3,kgcp_minmax_static,0.04807419473,0.0476748463,0.04727549787,2505.195581,2.369692906
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,71,0.3,kgcp_softmax_static,0.1020440334,0.101644685,0.1012453366,2030.632967,1.881510845
icews14_distmult_filtered,icews14,temporal_distmult,filtered,17,0,static_margin,0.07612187791,0.07612187791,0.07612187791,1167.993704,1.444240623
icews14_distmult_filtered,icews14,temporal_distmult,filtered,17,0,kgcp_negscore_static,-0.004326873251,-0.001150378278,0.002026116696,905.749715,1.313252602
icews14_distmult_filtered,icews14,temporal_distmult,filtered,17,0,kgcp_minmax_static,-0.005389159498,-0.001150378278,0.003088402943,1571.087548,1.705758569
icews14_distmult_filtered,icews14,temporal_distmult,filtered,17,0,kgcp_softmax_static,0.07627733444,0.07627733444,0.07627733444,1213.950746,1.469934391
icews14_distmult_filtered,icews14,temporal_distmult,filtered,17,0.1,static_margin,0.0725981967,0.0725981967,0.0725981967,1025.361514,1.373066114
icews14_distmult_filtered,icews14,temporal_distmult,filtered,17,0.1,kgcp_negscore_static,-0.005544616022,-3.627318893e-05,0.005472069645,804.8284537,1.271076883
