seed,deletion_rate,timestamp,window_label,half_life,score_count,span_blocks,unique_timestamp_count,effective_sample_size
17,0.1,354,count_1000,14,1000,3,3,998.6863695
17,0.1,354,count_1000,30,1000,3,3,999.7140422
17,0.1,354,count_1000,inf,1000,3,3,1000
17,0.1,354,count_2000,7,2000,5,5,1974.69838
17,0.1,354,count_2000,14,2000,5,5,1993.682305
17,0.1,354,count_2000,30,2000,5,5,1998.628913
17,0.1,354,count_2000,inf,2000,5,5,2000
17,0.1,354,all_history,7,45632,84,84,10887.50044
17,0.1,354,all_history,14,45632,84,84,21631.54804
17,0.1,354,all_history,30,45632,84,84,35640.22555
17,0.1,354,all_history,inf,45632,84,84,45632
17,0.1,355,count_250,7,250,2,2,249.8975799
17,0.1,355,count_250,14,250,2,2,249.9732225
17,0.1,355,count_250,30,250,2,2,249.9940275
17,0.1,355,count_250,inf,250,2,2,250
17,0.1,355,count_500,7,500,3,3,498.4424781
17,0.1,355,count_500,14,500,3,3,499.6052975
17,0.1,355,count_500,30,500,3,3,499.9134758
17,0.1,355,count_500,inf,500,3,3,500
17,0.1,355,count_1000,7,1000,4,4,991.8914975
17,0.1,355,count_1000,14,1000,4,4,997.9810188
17,0.1,355,count_1000,30,1000,4,4,999.5621203
17,0.1,355,count_1000,inf,1000,4,4,1000
17,0.1,355,count_2000,7,2000,5,5,1964.567019
17,0.1,355,count_2000,14,2000,5,5,1991.266606
17,0.1,355,count_2000,30,2000,5,5,1998.120478
17,0.1,355,count_2000,inf,2000,5,5,2000
17,0.1,355,all_history,7,45870,85,85,10800.83316
17,0.1,355,all_history,14,45870,85,85,21592.54595
17,0.1,355,all_history,30,45870,85,85,35729.2888
17,0.1,355,all_history,inf,45870,85,85,45870
17,0.1,356,count_250,7,250,1,1,250
17,0.1,356,count_250,14,250,1,1,250
17,0.1,356,count_250,30,250,1,1,250
17,0.1,356,count_250,inf,250,1,1,250
17,0.1,356,count_500,7,500,1,1,500
17,0.1,356,count_500,14,500,1,1,500
17,0.1,356,count_500,30,500,1,1,500
17,0.1,356,count_500,inf,500,1,1,500
17,0.1,356,count_1000,7,1000,3,3,994.454184
17,0.1,356,count_1000,14,1000,3,3,998.5613669
17,0.1,356,count_1000,30,1000,3,3,999.6809307
17,0.1,356,count_1000,inf,1000,3,3,1000
17,0.1,356,count_2000,7,2000,5,5,1952.536686
17,0.1,356,count_2000,14,2000,5,5,1987.921361
17,0.1,356,count_2000,30,2000,5,5,1997.362753
17,0.1,356,count_2000,inf,2000,5,5,2000
17,0.1,356,all_history,7,46448,86,86,10587.83278
17,0.1,356,all_history,14,46448,86,86,21481.72965
17,0.1,356,all_history,30,46448,86,86,35934.60531
17,0.1,356,all_history,inf,46448,86,86,46448
17,0.1,357,count_250,7,250,1,1,250
17,0.1,357,count_250,14,250,1,1,250
17,0.1,357,count_250,30,250,1,1,250
17,0.1,357,count_250,inf,250,1,1,250
17,0.1,357,count_500,7,500,1,1,500
17,0.1,357,count_500,14,500,1,1,500
17,0.1,357,count_500,30,500,1,1,500
17,0.1,357,count_500,inf,500,1,1,500
17,0.1,357,count_1000,7,1000,2,2,997.6038866
17,0.1,357,count_1000,14,1000,2,2,999.3963116
17,0.1,357,count_1000,30,1000,2,2,999.8680927
17,0.1,357,count_1000,inf,1000,2,2,1000
17,0.1,357,count_2000,7,2000,5,5,1960.668614
17,0.1,357,count_2000,14,2000,5,5,1989.659417
17,0.1,357,count_2000,30,2000,5,5,1997.69841
17,0.1,357,count_2000,inf,2000,5,5,2000
17,0.1,357,all_history,7,46996,87,87,10465.80741
17,0.1,357,all_history,14,46996,87,87,21400.04803
17,0.1,357,all_history,30,46996,87,87,36128.61141
17,0.1,357,all_history,inf,46996,87,87,46996
17,0.1,358,count_250,7,250,1,1,250
17,0.1,358,count_250,14,250,1,1,250
17,0.1,358,count_250,30,250,1,1,250
17,0.1,358,count_250,inf,250,1,1,250
17,0.1,358,count_500,7,500,2,2,499.2978791
17,0.1,358,count_500,14,500,2,2,499.8186858
17,0.1,358,count_500,30,500,2,2,499.9598413
17,0.1,358,count_500,inf,500,2,2,500
17,0.1,358,count_1000,7,1000,3,3,996.881978
17,0.1,358,count_1000,14,1000,3,3,999.2145165
17,0.1,358,count_1000,30,1000,3,3,999.8283485
17,0.1,358,count_1000,inf,1000,3,3,1000
17,0.1,358,count_2000,7,2000,5,5,1971.288662
17,0.1,358,count_2000,14,2000,5,5,1992.575539
17,0.1,358,count_2000,30,2000,5,5,1998.358378
17,0.1,358,count_2000,inf,2000,5,5,2000
17,0.1,358,all_history,7,47402,88,88,10385.78238
17,0.1,358,all_history,14,47402,88,88,21339.21304
17,0.1,358,all_history,30,47402,88,88,36267.7486
17,0.1,358,all_history,inf,47402,88,88,47402
17,0.1,359,count_250,7,250,1,1,250
17,0.1,359,count_250,14,250,1,1,250
17,0.1,359,count_250,30,250,1,1,250
17,0.1,359,count_250,inf,250,1,1,250
17,0.1,359,count_500,7,500,2,2,498.8508522
17,0.1,359,count_500,14,500,2,2,499.7090242
17,0.1,359,count_500,30,500,2,2,499.9362484
17,0.1,359,count_500,inf,500,2,2,500
17,0.1,359,count_1000,7,1000,3,3,994.2232691
17,0.1,359,count_1000,14,1000,3,3,998.5472717
17,0.1,359,count_1000,30,1000,3,3,999.6831055
17,0.1,359,count_1000,inf,1000,3,3,1000
17,0.1,359,count_2000,7,2000,5,5,1971.985551
17,0.1,359,count_2000,14,2000,5,5,1992.976186
17,0.1,359,count_2000,30,2000,5,5,1998.472806
17,0.1,359,count_2000,inf,2000,5,5,2000
17,0.1,359,all_history,7,47702,89,89,10298.97281
17,0.1,359,all_history,14,47702,89,89,21277.60233
17,0.1,359,all_history,30,47702,89,89,36362.82852
17,0.1,359,all_history,inf,47702,89,89,47702
17,0.1,360,count_250,7,250,1,1,250
17,0.1,360,count_250,14,250,1,1,250
17,0.1,360,count_250,30,250,1,1,250
17,0.1,360,count_250,inf,250,1,1,250
17,0.1,360,count_500,7,500,2,2,498.9378829
17,0.1,360,count_500,14,500,2,2,499.7295275
17,0.1,360,count_500,30,500,2,2,499.9405563
17,0.1,360,count_500,inf,500,2,2,500
17,0.1,360,count_1000,7,1000,3,3,993.1758571
17,0.1,360,count_1000,14,1000,3,3,998.2868482
17,0.1,360,count_1000,30,1000,3,3,999.6268241
17,0.1,360,count_1000,inf,1000,3,3,1000
17,0.1,360,count_2000,7,2000,5,5,1962.726863
17,0.1,360,count_2000,14,2000,5,5,1990.698915
17,0.1,360,count_2000,30,2000,5,5,1997.986022
17,0.1,360,count_2000,inf,2000,5,5,2000
17,0.1,360,all_history,7,48032,90,90,10167.15173
17,0.1,360,all_history,14,48032,90,90,21187.17998
17,0.1,360,all_history,30,48032,90,90,36457.49294
17,0.1,360,all_history,inf,48032,90,90,48032
17,0.1,361,count_250,7,250,2,2,249.8188058
17,0.1,361,count_250,14,250,2,2,249.9527918
17,0.1,361,count_250,30,250,2,2,249.9894915
17,0.1,361,count_250,inf,250,2,2,250
17,0.1,361,count_500,7,500,2,2,498.7781827
17,0.1,361,count_500,14,500,2,2,499.6949437
17,0.1,361,count_500,30,500,2,2,499.933667
17,0.1,361,count_500,inf,500,2,2,500
17,0.1,361,count_1000,7,1000,4,4,990.7154072
17,0.1,361,count_1000,14,1000,4,4,997.6456229
17,0.1,361,count_1000,30,1000,4,4,999.484437
17,0.1,361,count_1000,inf,1000,4,4,1000
17,0.1,361,count_2000,7,2000,6,6,1953.26762
17,0.1,361,count_2000,14,2000,6,6,1988.300263
17,0.1,361,count_2000,30,2000,6,6,1997.464843
17,0.1,361,count_2000,inf,2000,6,6,2000
17,0.1,361,all_history,7,48260,91,91,10043.90945
17,0.1,361,all_history,14,48260,91,91,21105.27433
17,0.1,361,all_history,30,48260,91,91,36514.93089
17,0.1,361,all_history,inf,48260,91,91,48260
17,0.1,362,count_250,7,250,2,2,249.9649159
17,0.1,362,count_250,14,250,2,2,249.990802
17,0.1,362,count_250,30,250,2,2,249.9979452
17,0.1,362,count_250,inf,250,2,2,250
17,0.1,362,count_500,7,500,3,3,498.3393173
17,0.1,362,count_500,14,500,3,3,499.5773848
17,0.1,362,count_500,30,500,3,3,499.9071512
17,0.1,362,count_500,inf,500,3,3,500
17,0.1,362,count_1000,7,1000,4,4,988.9659264
17,0.1,362,count_1000,14,1000,4,4,997.2221103
17,0.1,362,count_1000,30,1000,4,4,999.3944685
17,0.1,362,count_1000,inf,1000,4,4,1000
17,0.1,362,count_2000,7,2000,6,6,1941.899744
17,0.1,362,count_2000,14,2000,6,6,1985.480846
17,0.1,362,count_2000,30,2000,6,6,1996.862607
17,0.1,362,count_2000,inf,2000,6,6,2000
17,0.1,362,all_history,7,48506,92,92,9867.945752
17,0.1,362,all_history,14,48506,92,92,20991.01266
17,0.1,362,all_history,30,48506,92,92,36566.85491
17,0.1,362,all_history,inf,48506,92,92,48506
17,0.1,363,count_250,7,250,1,1,250
17,0.1,363,count_250,14,250,1,1,250
17,0.1,363,count_250,30,250,1,1,250
17,0.1,363,count_250,inf,250,1,1,250
17,0.1,363,count_500,7,500,1,1,500
17,0.1,363,count_500,14,500,1,1,500
17,0.1,363,count_500,30,500,1,1,500
17,0.1,363,count_500,inf,500,1,1,500
17,0.1,363,count_1000,7,1000,3,3,995.3094044
17,0.1,363,count_1000,14,1000,3,3,998.7782867
17,0.1,363,count_1000,30,1000,3,3,999.7283613
17,0.1,363,count_1000,inf,1000,3,3,1000
17,0.1,363,count_2000,7,2000,6,6,1939.02402
17,0.1,363,count_2000,14,2000,6,6,1984.011754
17,0.1,363,count_2000,30,2000,6,6,1996.457602
17,0.1,363,count_2000,inf,2000,6,6,2000
17,0.1,363,all_history,7,49126,93,93,9532.786887
17,0.1,363,all_history,14,49126,93,93,20722.06011
17,0.1,363,all_history,30,49126,93,93,36691.38422
17,0.1,363,all_history,inf,49126,93,93,49126
17,0.1,364,count_250,7,250,1,1,250
17,0.1,364,count_250,14,250,1,1,250
17,0.1,364,count_250,30,250,1,1,250
17,0.1,364,count_250,inf,250,1,1,250
17,0.1,364,count_500,7,500,2,2,499.1843714
17,0.1,364,count_500,14,500,2,2,499.7901348
17,0.1,364,count_500,30,500,2,2,499.9536115
17,0.1,364,count_500,inf,500,2,2,500
17,0.1,364,count_1000,7,1000,2,2,997.6323127
17,0.1,364,count_1000,14,1000,2,2,999.4130062
17,0.1,364,count_1000,30,1000,2,2,999.8728369
17,0.1,364,count_1000,inf,1000,2,2,1000
17,0.1,364,count_2000,7,2000,6,6,1951.878914
17,0.1,364,count_2000,14,2000,6,6,1987.265075
17,0.1,364,count_2000,30,2000,6,6,1997.157721
17,0.1,364,count_2000,inf,2000,6,6,2000
17,0.1,364,all_history,7,49512,94,94,9403.070446
17,0.1,364,all_history,14,49512,94,94,20580.38723
17,0.1,364,all_history,30,49512,94,94,36768.97915
17,0.1,364,all_history,inf,49512,94,94,49512
17,0.2,292,count_250,7,250,1,1,250
17,0.2,292,count_250,14,250,1,1,250
17,0.2,292,count_250,30,250,1,1,250
17,0.2,292,count_250,inf,250,1,1,250
17,0.2,292,count_500,7,500,2,2,499.0935144
17,0.2,292,count_500,14,500,2,2,499.7675235
17,0.2,292,count_500,30,500,2,2,499.9487075
17,0.2,292,count_500,inf,500,2,2,500
17,0.2,292,count_1000,7,1000,3,3,994.4373427
17,0.2,292,count_1000,14,1000,3,3,998.5896092
17,0.2,292,count_1000,30,1000,3,3,999.6909692
17,0.2,292,count_1000,inf,1000,3,3,1000
17,0.2,292,count_2000,7,2000,4,4,1976.878238
17,0.2,292,count_2000,14,2000,4,4,1994.258268
17,0.2,292,count_2000,30,2000,4,4,1998.757758
17,0.2,292,count_2000,inf,2000,4,4,2000
17,0.2,292,all_history,7,11270,22,22,8336.239596
17,0.2,292,all_history,14,11270,22,22,10293.83353
17,0.2,292,all_history,30,11270,22,22,11036.59579
17,0.2,292,all_history,inf,11270,22,22,11270
17,0.2,293,count_250,7,250,1,1,250
17,0.2,293,count_250,14,250,1,1,250
17,0.2,293,count_250,30,250,1,1,250
17,0.2,293,count_250,inf,250,1,1,250
17,0.2,293,count_500,7,500,1,1,500
17,0.2,293,count_500,14,500,1,1,500
17,0.2,293,count_500,30,500,1,1,500
17,0.2,293,count_500,inf,500,1,1,500
17,0.2,293,count_1000,7,1000,2,2,998.1588569
17,0.2,293,count_1000,14,1000,2,2,999.5280826
17,0.2,293,count_1000,30,1000,2,2,999.8959103
17,0.2,293,count_1000,inf,1000,2,2,1000
17,0.2,293,count_2000,7,2000,4,4,1972.636885
17,0.2,293,count_2000,14,2000,4,4,1992.979956
17,0.2,293,count_2000,30,2000,4,4,1998.455955
17,0.2,293,count_2000,inf,2000,4,4,2000
17,0.2,293,all_history,7,12000,23,23,8612.008984
17,0.2,293,all_history,14,12000,23,23,10845.45495
17,0.2,293,all_history,30,12000,23,23,11721.14985
17,0.2,293,all_history,inf,12000,23,23,12000
17,0.2,294,count_250,7,250,1,1,250
17,0.2,294,count_250,14,250,1,1,250
17,0.2,294,count_250,30,250,1,1,250
17,0.2,294,count_250,inf,250,1,1,250
17,0.2,294,count_500,7,500,1,1,500
17,0.2,294,count_500,14,500,1,1,500
17,0.2,294,count_500,30,500,1,1,500
17,0.2,294,count_500,inf,500,1,1,500
17,0.2,294,count_1000,7,1000,2,2,997.8689296
17,0.2,294,count_1000,14,1000,2,2,999.4574161
17,0.2,294,count_1000,30,1000,2,2,999.8807646
17,0.2,294,count_1000,inf,1000,2,2,1000
17,0.2,294,count_2000,7,2000,4,4,1981.757791
17,0.2,294,count_2000,14,2000,4,4,1995.281036
17,0.2,294,count_2000,30,2000,4,4,1998.955451
17,0.2,294,count_2000,inf,2000,4,4,2000
17,0.2,294,all_history,7,12658,24,24,8882.901933
17,0.2,294,all_history,14,12658,24,24,11340.67447
17,0.2,294,all_history,30,12658,24,24,12336.36088
17,0.2,294,all_history,inf,12658,24,24,12658
17,0.2,295,count_250,7,250,1,1,250
17,0.2,295,count_250,14,250,1,1,250
17,0.2,295,count_250,30,250,1,1,250
17,0.2,295,count_250,inf,250,1,1,250
17,0.2,295,count_500,7,500,1,1,500
17,0.2,295,count_500,14,500,1,1,500
17,0.2,295,count_500,30,500,1,1,500
17,0.2,295,count_500,inf,500,1,1,500
17,0.2,295,count_1000,7,1000,2,2,997.7471314
17,0.2,295,count_1000,14,1000,2,2,999.4285709
17,0.2,295,count_1000,30,1000,2,2,999.8746852
17,0.2,295,count_1000,inf,1000,2,2,1000
17,0.2,295,count_2000,7,2000,3,3,1986.911496
17,0.2,295,count_2000,14,2000,3,3,1996.718587
17,0.2,295,count_2000,30,2000,3,3,1999.285624
17,0.2,295,count_2000,inf,2000,3,3,2000
17,0.2,295,all_history,7,13276,25,25,9134.835815
17,0.2,295,all_history,14,13276,25,25,11799.23607
17,0.2,295,all_history,30,13276,25,25,12911.65745
17,0.2,295,all_history,inf,13276,25,25,13276
17,0.2,296,count_250,7,250,1,1,250
17,0.2,296,count_250,14,250,1,1,250
17,0.2,296,count_250,30,250,1,1,250
17,0.2,296,count_250,inf,250,1,1,250
17,0.2,296,count_500,7,500,1,1,500
17,0.2,296,count_500,14,500,1,1,500
17,0.2,296,count_500,30,500,1,1,500
17,0.2,296,count_500,inf,500,1,1,500
17,0.2,296,count_1000,7,1000,2,2,997.8966966
17,0.2,296,count_1000,14,1000,2,2,999.4640834
17,0.2,296,count_1000,30,1000,2,2,999.8821812
17,0.2,296,count_1000,inf,1000,2,2,1000
17,0.2,296,count_2000,7,2000,4,4,1985.132998
17,0.2,296,count_2000,14,2000,4,4,1996.233422
17,0.2,296,count_2000,30,2000,4,4,1999.175393
17,0.2,296,count_2000,inf,2000,4,4,2000
17,0.2,296,all_history,7,13942,26,26,9401.479775
17,0.2,296,all_history,14,13942,26,26,12285.96707
17,0.2,296,all_history,30,13942,26,26,13528.80489
17,0.2,296,all_history,inf,13942,26,26,13942
17,0.2,297,count_250,7,250,1,1,250
17,0.2,297,count_250,14,250,1,1,250
17,0.2,297,count_250,30,250,1,1,250
17,0.2,297,count_250,inf,250,1,1,250
17,0.2,297,count_500,7,500,1,1,500
17,0.2,297,count_500,14,500,1,1,500
17,0.2,297,count_500,30,500,1,1,500
17,0.2,297,count_500,inf,500,1,1,500
17,0.2,297,count_1000,7,1000,2,2,997.5688624
17,0.2,297,count_1000,14,1000,2,2,999.3893961
17,0.2,297,count_1000,30,1000,2,2,999.8668056
17,0.2,297,count_1000,inf,1000,2,2,1000
17,0.2,297,count_2000,7,2000,4,4,1982.732541
17,0.2,297,count_2000,14,2000,4,4,1995.615806
17,0.2,297,count_2000,30,2000,4,4,1999.039125
17,0.2,297,count_2000,inf,2000,4,4,2000
17,0.2,297,all_history,7,14458,27,27,9591.539726
17,0.2,297,all_history,14,14458,27,27,12654.03475
17,0.2,297,all_history,30,14458,27,27,14004.14111
17,0.2,297,all_history,inf,14458,27,27,14458
17,0.2,298,count_250,7,250,1,1,250
17,0.2,298,count_250,14,250,1,1,250
17,0.2,298,count_250,30,250,1,1,250
17,0.2,298,count_250,inf,250,1,1,250
17,0.2,298,count_500,7,500,2,2,498.833142
17,0.2,298,count_500,14,500,2,2,499.7049924
17,0.2,298,count_500,30,500,2,2,499.9354188
17,0.2,298,count_500,inf,500,2,2,500
17,0.2,298,count_1000,7,1000,3,3,995.4159374
17,0.2,298,count_1000,14,1000,3,3,998.844699
17,0.2,298,count_1000,30,1000,3,3,999.7475595
17,0.2,298,count_1000,inf,1000,3,3,1000
17,0.2,298,count_2000,7,2000,4,4,1979.675067
17,0.2,298,count_2000,14,2000,4,4,1994.937879
17,0.2,298,count_2000,30,2000,4,4,1998.902446
17,0.2,298,count_2000,inf,2000,4,4,2000
17,0.2,298,all_history,7,14750,28,28,9666.808137
17,0.2,298,all_history,14,14750,28,28,12851.08086
17,0.2,298,all_history,30,14750,28,28,14270.42534
17,0.2,298,all_history,inf,14750,28,28,14750
17,0.2,299,count_250,7,250,1,1,250
17,0.2,299,count_250,14,250,1,1,250
17,0.2,299,count_250,30,250,1,1,250
17,0.2,299,count_250,inf,250,1,1,250
17,0.2,299,count_500,7,500,2,2,498.7803831
17,0.2,299,count_500,14,500,2,2,499.694042
17,0.2,299,count_500,30,500,2,2,499.9333019
17,0.2,299,count_500,inf,500,2,2,500
17,0.2,299,count_1000,7,1000,3,3,993.3189917
17,0.2,299,count_1000,14,1000,3,3,998.344339
17,0.2,299,count_1000,30,1000,3,3,999.6418096
17,0.2,299,count_1000,inf,1000,3,3,1000
17,0.2,299,count_2000,7,2000,5,5,1969.991132
17,0.2,299,count_2000,14,2000,5,5,1992.573607
17,0.2,299,count_2000,30,2000,5,5,1998.396837
17,0.2,299,count_2000,inf,2000,5,5,2000
17,0.2,299,all_history,7,15002,29,29,9687.727949
17,0.2,299,all_history,14,15002,29,29,13007.0444
17,0.2,299,all_history,30,15002,29,29,14497.10365
17,0.2,299,all_history,inf,15002,29,29,15002
17,0.2,300,count_250,7,250,1,1,250
17,0.2,300,count_250,14,250,1,1,250
17,0.2,300,count_250,30,250,1,1,250
17,0.2,300,count_250,inf,250,1,1,250
17,0.2,300,count_500,7,500,1,1,500
17,0.2,300,count_500,14,500,1,1,500
17,0.2,300,count_500,30,500,1,1,500
17,0.2,300,count_500,inf,500,1,1,500
17,0.2,300,count_1000,7,1000,3,3,997.12752
17,0.2,300,count_1000,14,1000,3,3,999.2517485
17,0.2,300,count_1000,30,1000,3,3,999.8335179
17,0.2,300,count_1000,inf,1000,3,3,1000
17,0.2,300,count_2000,7,2000,5,5,1959.790525
17,0.2,300,count_2000,14,2000,5,5,1989.626002
17,0.2,300,count_2000,30,2000,5,5,1997.715324
17,0.2,300,count_2000,inf,2000,5,5,2000
17,0.2,300,all_history,7,15704,30,30,9735.882538
17,0.2,300,all_history,14,15704,30,30,13424.91923
17,0.2,300,all_history,30,15704,30,30,15123.19919
17,0.2,300,all_history,inf,15704,30,30,15704
17,0.2,301,count_250,7,250,1,1,250
17,0.2,301,count_250,14,250,1,1,250
17,0.2,301,count_250,30,250,1,1,250
17,0.2,301,count_250,inf,250,1,1,250
17,0.2,301,count_500,7,500,1,1,500
17,0.2,301,count_500,14,500,1,1,500
17,0.2,301,count_500,30,500,1,1,500
17,0.2,301,count_500,inf,500,1,1,500
17,0.2,301,count_1000,7,1000,2,2,997.8896493
17,0.2,301,count_1000,14,1000,2,2,999.4623886
17,0.2,301,count_1000,30,1000,2,2,999.8818208
17,0.2,301,count_1000,inf,1000,2,2,1000
17,0.2,301,count_2000,7,2000,5,5,1975.210915
17,0.2,301,count_2000,14,2000,5,5,1993.462278
17,0.2,301,count_2000,30,2000,5,5,1998.538611
17,0.2,301,count_2000,inf,2000,5,5,2000
17,0.2,301,all_history,7,16368,31,31,9849.397704
17,0.2,301,all_history,14,16368,31,31,13824.49446
17,0.2,301,all_history,30,16368,31,31,15713.52763
17,0.2,301,all_history,inf,16368,31,31,16368
17,0.2,302,count_250,7,250,1,1,250
17,0.2,302,count_250,14,250,1,1,250
17,0.2,302,count_250,30,250,1,1,250
17,0.2,302,count_250,inf,250,1,1,250
17,0.2,302,count_500,7,500,1,1,500
17,0.2,302,count_500,14,500,1,1,500
17,0.2,302,count_500,30,500,1,1,500
17,0.2,302,count_500,inf,500,1,1,500
17,0.2,302,count_1000,7,1000,2,2,997.741794
17,0.2,302,count_1000,14,1000,2,2,999.4273261
17,0.2,302,count_1000,30,1000,2,2,999.8744252
17,0.2,302,count_1000,inf,1000,2,2,1000
17,0.2,302,count_2000,7,2000,4,4,1986.538998
17,0.2,302,count_2000,14,2000,4,4,1996.615495
17,0.2,302,count_2000,30,2000,4,4,1999.262001
17,0.2,302,count_2000,inf,2000,4,4,2000
17,0.2,302,all_history,7,16984,32,32,9979.539514
17,0.2,302,all_history,14,16984,32,32,14192.98853
17,0.2,302,all_history,30,16984,32,32,16258.52391
17,0.2,302,all_history,inf,16984,32,32,16984
17,0.2,303,count_250,7,250,1,1,250
17,0.2,303,count_250,14,250,1,1,250
17,0.2,303,count_250,30,250,1,1,250
17,0.2,303,count_250,inf,250,1,1,250
17,0.2,303,count_500,7,500,1,1,500
17,0.2,303,count_500,14,500,1,1,500
17,0.2,303,count_500,30,500,1,1,500
17,0.2,303,count_500,inf,500,1,1,500
17,0.2,303,count_1000,7,1000,2,2,997.6391555
17,0.2,303,count_1000,14,1000,2,2,999.4039299
17,0.2,303,count_1000,30,1000,2,2,999.8696074
17,0.2,303,count_1000,inf,1000,2,2,1000
17,0.2,303,count_2000,7,2000,4,4,1983.171102
17,0.2,303,count_2000,14,2000,4,4,1995.733913
17,0.2,303,count_2000,30,2000,4,4,1999.06583
17,0.2,303,count_2000,inf,2000,4,4,2000
17,0.2,303,all_history,7,17554,33,33,10100.81964
17,0.2,303,all_history,14,17554,33,33,14527.03896
17,0.2,303,all_history,30,17554,33,33,16759.5254
17,0.2,303,all_history,inf,17554,33,33,17554
17,0.2,304,count_250,7,250,1,1,250
17,0.2,304,count_250,14,250,1,1,250
17,0.2,304,count_250,30,250,1,1,250
17,0.2,304,count_250,inf,250,1,1,250
17,0.2,304,count_500,7,500,1,1,500
17,0.2,304,count_500,14,500,1,1,500
17,0.2,304,count_500,30,500,1,1,500
17,0.2,304,count_500,inf,500,1,1,500
17,0.2,304,count_1000,7,1000,2,2,997.5958421
17,0.2,304,count_1000,14,1000,2,2,999.3946378
17,0.2,304,count_1000,30,1000,2,2,999.8677686
17,0.2,304,count_1000,inf,1000,2,2,1000
17,0.2,304,count_2000,7,2000,4,4,1980.354152
17,0.2,304,count_2000,14,2000,4,4,1995.01166
17,0.2,304,count_2000,30,2000,4,4,1998.907164
17,0.2,304,count_2000,inf,2000,4,4,2000
17,0.2,304,all_history,7,18096,34,34,10205.16737
17,0.2,304,all_history,14,18096,34,34,14834.86214
17,0.2,304,all_history,30,18096,34,34,17232.15404
17,0.2,304,all_history,inf,18096,34,34,18096
17,0.2,305,count_250,7,250,1,1,250
17,0.2,305,count_250,14,250,1,1,250
17,0.2,305,count_250,30,250,1,1,250
17,0.2,305,count_250,inf,250,1,1,250
17,0.2,305,count_500,7,500,2,2,498.931082
17,0.2,305,count_500,14,500,2,2,499.727898
17,0.2,305,count_500,30,500,2,2,499.9402105
17,0.2,305,count_500,inf,500,2,2,500
17,0.2,305,count_1000,7,1000,3,3,995.9653703
17,0.2,305,count_1000,14,1000,3,3,998.981456
17,0.2,305,count_1000,30,1000,3,3,999.7771982
17,0.2,305,count_1000,inf,1000,3,3,1000
17,0.2,305,count_2000,7,2000,4,4,1978.198974
17,0.2,305,count_2000,14,2000,4,4,1994.547563
17,0.2,305,count_2000,30,2000,4,4,1998.815551
17,0.2,305,count_2000,inf,2000,4,4,2000
17,0.2,305,all_history,7,18424,35,35,10239.70635
17,0.2,305,all_history,14,18424,35,35,15008.71637
17,0.2,305,all_history,30,18424,35,35,17514.71212
17,0.2,305,all_history,inf,18424,35,35,18424
17,0.2,306,count_250,7,250,1,1,250
17,0.2,306,count_250,14,250,1,1,250
17,0.2,306,count_250,30,250,1,1,250
17,0.2,306,count_250,inf,250,1,1,250
17,0.2,306,count_500,7,500,2,2,498.931082
17,0.2,306,count_500,14,500,2,2,499.727898
17,0.2,306,count_500,30,500,2,2,499.9402105
17,0.2,306,count_500,inf,500,2,2,500
17,0.2,306,count_1000,7,1000,3,3,993.4573212
17,0.2,306,count_1000,14,1000,3,3,998.3551334
17,0.2,306,count_1000,30,1000,3,3,999.6413757
17,0.2,306,count_1000,inf,1000,3,3,1000
17,0.2,306,count_2000,7,2000,5,5,1969.033774
17,0.2,306,count_2000,14,2000,5,5,1992.251065
17,0.2,306,count_2000,30,2000,5,5,1998.317622
17,0.2,306,count_2000,inf,2000,5,5,2000
17,0.2,306,all_history,7,18752,36,36,10227.68404
17,0.2,306,all_history,14,18752,36,36,15164.26559
17,0.2,306,all_history,30,18752,36,36,17792.6958
17,0.2,306,all_history,inf,18752,36,36,18752
17,0.2,307,count_250,7,250,1,1,250
17,0.2,307,count_250,14,250,1,1,250
17,0.2,307,count_250,30,250,1,1,250
17,0.2,307,count_250,inf,250,1,1,250
17,0.2,307,count_500,7,500,1,1,500
17,0.2,307,count_500,14,500,1,1,500
17,0.2,307,count_500,30,500,1,1,500
17,0.2,307,count_500,inf,500,1,1,500
17,0.2,307,count_1000,7,1000,3,3,996.0480717
17,0.2,307,count_1000,14,1000,3,3,998.9785257
17,0.2,307,count_1000,30,1000,3,3,999.7737453
17,0.2,307,count_1000,inf,1000,3,3,1000
17,0.2,307,count_2000,7,2000,5,5,1962.596482
17,0.2,307,count_2000,14,2000,5,5,1990.428151
17,0.2,307,count_2000,30,2000,5,5,1997.899921
17,0.2,307,count_2000,inf,2000,5,5,2000
17,0.2,307,all_history,7,19334,37,37,10193.51472
17,0.2,307,all_history,14,19334,37,37,15424.06023
17,0.2,307,all_history,30,19334,37,37,18280.22751
17,0.2,307,all_history,inf,19334,37,37,19334
17,0.2,308,count_250,7,250,1,1,250
17,0.2,308,count_250,14,250,1,1,250
17,0.2,308,count_250,30,250,1,1,250
17,0.2,308,count_250,inf,250,1,1,250
17,0.2,308,count_500,7,500,1,1,500
17,0.2,308,count_500,14,500,1,1,500
17,0.2,308,count_500,30,500,1,1,500
17,0.2,308,count_500,inf,500,1,1,500
17,0.2,308,count_1000,7,1000,2,2,997.674699
17,0.2,308,count_1000,14,1000,2,2,999.4118866
17,0.2,308,count_1000,30,1000,2,2,999.8712272
17,0.2,308,count_1000,inf,1000,2,2,1000
17,0.2,308,count_2000,7,2000,5,5,1969.56954
17,0.2,308,count_2000,14,2000,5,5,1992.035409
17,0.2,308,count_2000,30,2000,5,5,1998.228622
