seed,deletion_rate,method,prediction_side,base_relation_id,relation_label,label_count,query_count,label_coverage,mean_size,median_size,p90_size,mrr,top1_accuracy,unique_query_count,positive_undercoverage,full_vocabulary_set_rate,normalized_mean_size,query_full_set_coverage,query_partial_answer_recall,multi_answer_query_fraction,max_answer_count
43,0.3,static,subject,181,55,19,19,1,5767.526316,7128,7128,0.2503267559,0.05263157895,19,0,0.5263157895,0.8091366885,1,1,0,1
43,0.3,static,subject,182,56,20,20,0.95,4550.4,6172.5,7128,0.1298205604,0.05,20,0,0.35,0.6383838384,0.95,0.95,0,1
43,0.3,static,subject,183,57,30,30,1,4199.633333,3442,7128,0.1881154589,0.03333333333,28,0,0.2,0.5891741489,1,1,0.07142857143,2
43,0.3,static,subject,184,58,29,29,0.8620689655,5364.068966,7128,7128,0.2173102187,0.1724137931,29,0.03793103448,0.6206896552,0.7525349278,0.8620689655,0.8620689655,0,1
43,0.3,static,subject,185,59,34,34,0.9117647059,5075.294118,7128,7128,0.2194450611,0.1764705882,34,0,0.5294117647,0.7120221826,0.9117647059,0.9117647059,0,1
43,0.3,static,subject,186,6,845,845,0.8473372781,1983.937278,17,7128,0.5668756477,0.4461538462,746,0.05266272189,0.1976331361,0.2783301456,0.8431635389,0.8690795353,0.1112600536,4
43,0.3,static,subject,187,60,33,33,1,5645.242424,7128,7128,0.2389005601,0.1818181818,30,0,0.6363636364,0.7919812604,1,1,0.1,2
43,0.3,static,subject,188,61,19,19,1,4451.315789,5030,7128,0.2375952633,0.2105263158,19,0,0.2631578947,0.6244831354,1,1,0,1
43,0.3,static,subject,189,62,33,33,0.9696969697,4279.909091,5728,7128,0.2040612303,0.1515151515,30,0,0.2424242424,0.60043618,0.9666666667,0.9666666667,0.1,2
43,0.3,static,subject,190,63,25,25,1,6495.92,7128,7128,0.3335176261,0.24,25,0,0.88,0.9113243547,1,1,0,1
43,0.3,static,subject,191,64,17,17,1,6615.941176,7128,7128,0.1590191359,0.05882352941,17,0,0.7058823529,0.9281623424,1,1,0,1
43,0.3,static,subject,192,65,29,29,0.9655172414,6270.517241,7128,7128,0.2804192776,0.2068965517,28,0,0.5862068966,0.8797021944,0.9642857143,0.9642857143,0.03571428571,2
43,0.3,static,subject,193,66,12,12,0.9166666667,4766.916667,7122,7128,0.7522933359,0.75,12,0,0.5,0.6687593528,0.9166666667,0.9166666667,0,1
43,0.3,static,subject,194,67,19,19,1,6125.105263,7128,7128,0.2787061709,0.2105263158,19,0,0.5789473684,0.8593020852,1,1,0,1
43,0.3,static,subject,195,68,26,26,0.9615384615,3399.038462,2690,7128,0.5903672906,0.4615384615,23,0,0.4230769231,0.4768572477,0.9565217391,0.9782608696,0.1304347826,2
43,0.3,static,subject,196,69,20,20,1,3166.95,1283.5,7128,0.4236761255,0.3,20,0,0.4,0.444297138,1,1,0,1
43,0.3,static,subject,197,7,793,793,0.7528373266,2737.223203,356,7128,0.1591986104,0.104665826,705,0.1471626734,0.2143757881,0.3840099892,0.7546099291,0.7711583924,0.09503546099,5
43,0.3,static,subject,198,70,19,19,1,3861.157895,7019,7128,0.4370183939,0.3157894737,18,0,0.3157894737,0.541688818,1,1,0.05555555556,2
43,0.3,static,subject,199,71,21,21,1,6117.52381,7128,7128,0.3451260207,0.1428571429,17,0,0.7619047619,0.8582384693,1,1,0.2352941176,2
43,0.3,static,subject,200,72,23,23,1,6645.347826,7128,7128,0.09971223665,0.04347826087,22,0,0.9130434783,0.9322878544,1,1,0.04545454545,2
43,0.3,static,subject,201,73,22,22,1,6490.136364,7101,7128,0.4190237113,0.3636363636,22,0,0.4090909091,0.9105129579,1,1,0,1
43,0.3,static,subject,202,74,20,20,1,5174.5,7128,7128,0.4558483592,0.4,20,0,0.7,0.7259399551,1,1,0,1
43,0.3,static,subject,203,75,14,14,1,4414.642857,5146,6965.7,0.2086984412,0,14,0,0.1428571429,0.6193382235,1,1,0,1
43,0.3,static,subject,204,76,21,21,0.9047619048,4125.857143,7125,7128,0.07276440161,0.04761904762,21,0,0.4285714286,0.5788239538,0.9047619048,0.9047619048,0,1
43,0.3,static,subject,205,77,17,17,1,6724.294118,7128,7128,0.2487077536,0.1764705882,17,0,0.8235294118,0.9433633723,1,1,0,1
43,0.3,static,subject,206,78,10,10,1,3860.6,3301.5,7128,0.4272484301,0.4,8,0,0.3,0.5416105499,1,1,0.25,2
43,0.3,static,subject,207,79,14,14,1,6179.357143,7128,7128,0.470602959,0.4285714286,13,0,0.5714285714,0.8669131794,1,1,0.07692307692,2
43,0.3,static,subject,208,8,601,601,0.8186356073,2415.123128,167,7128,0.346432113,0.2695507488,564,0.08136439268,0.1797004992,0.3388219877,0.8102836879,0.8229905437,0.05673758865,3
43,0.3,static,subject,209,80,10,10,1,5947.6,7128,7128,0.2762727007,0.2,9,0,0.7,0.8343995511,1,1,0.1111111111,2
43,0.3,static,subject,210,81,18,18,1,5372.777778,6256.5,7128,0.458734125,0.2777777778,18,0,0.2777777778,0.7537567028,1,1,0,1
43,0.3,static,subject,211,82,14,14,1,5892.428571,7127,7128,0.2055498884,0.07142857143,13,0,0.3571428571,0.8266594517,1,1,0.07692307692,2
43,0.3,static,subject,212,83,2,2,1,7128,7128,7128,0.5001324503,0.5,2,0,1,1,1,1,0,1
43,0.3,static,subject,213,84,7,7,1,5948.714286,7128,7128,0.3237754315,0.2857142857,7,0,0.7142857143,0.8345558762,1,1,0,1
43,0.3,static,subject,214,85,9,9,0.8888888889,4790.111111,6718,7128,0.3003565347,0.2222222222,9,0.01111111111,0.4444444444,0.6720133433,0.8888888889,0.8888888889,0,1
43,0.3,static,subject,215,86,13,13,1,7053.923077,7128,7128,0.09779470097,0,13,0,0.9230769231,0.9896076146,1,1,0,1
43,0.3,static,subject,216,87,18,18,1,6479.277778,7128,7128,0.2116660967,0.1111111111,17,0,0.8333333333,0.9089895872,1,1,0.05882352941,2
43,0.3,static,subject,217,88,10,10,1,7128,7128,7128,0.2829838357,0.2,10,0,1,1,1,1,0,1
43,0.3,static,subject,218,89,6,6,1,5812.833333,6848.5,7128,0.5655994646,0.5,6,0,0.5,0.8154928919,1,1,0,1
43,0.3,static,subject,219,9,480,480,0.8208333333,2025.995833,101.5,7128,0.4240821777,0.33125,448,0.07916666667,0.1395833333,0.2842306163,0.8214285714,0.8329613095,0.06473214286,3
43,0.3,static,subject,220,90,9,9,1,5649.555556,7128,7128,0.3512626838,0.3333333333,9,0,0.7777777778,0.7925863574,1,1,0,1
43,0.3,static,subject,221,91,8,8,1,5351.75,7128,7128,0.5417413762,0.5,8,0,0.625,0.7508066779,1,1,0,1
43,0.3,static,subject,222,92,9,9,0.8888888889,2931.222222,1061,6652,0.3613553772,0.2222222222,8,0.01111111111,0.1111111111,0.4112264622,0.875,0.875,0.125,2
43,0.3,static,subject,223,93,4,4,1,7063.5,7128,7128,0.01429311242,0,4,0,0.75,0.9909511785,1,1,0,1
43,0.3,static,subject,224,94,9,9,1,6892.888889,7128,7128,0.3093839403,0.2222222222,9,0,0.5555555556,0.9670158374,1,1,0,1
43,0.3,static,subject,225,95,6,6,1,7128,7128,7128,0.3764705882,0.1666666667,6,0,1,1,1,1,0,1
43,0.3,static,subject,226,96,10,10,1,7126.4,7128,7128,0.2593728146,0.1,10,0,0.8,0.9997755331,1,1,0,1
43,0.3,static,subject,227,97,5,5,1,4438.2,6158,7127.2,0.7333333333,0.6,5,0,0.2,0.6226430976,1,1,0,1
43,0.3,static,subject,228,98,4,4,1,7127.75,7128,7128,0.01051683378,0,4,0,0.75,0.999964927,1,1,0,1
43,0.3,static,subject,229,99,11,11,1,7127.727273,7128,7128,0.3752002059,0.3636363636,11,0,0.8181818182,0.9999617386,1,1,0,1
43,0.3,rolling,object,0,0,3188,3188,0.9102885822,3904.177227,5858,7128,0.351831213,0.2750941029,2893,0,0.3190087829,0.5477240779,0.9080539233,0.9200944809,0.0891807812,5
43,0.3,rolling,object,1,1,2206,2206,0.869900272,3692.546691,4008,7128,0.1928646603,0.1174070716,1816,0.03009972801,0.2928377153,0.5180340475,0.8645374449,0.890023862,0.1613436123,5
43,0.3,rolling,object,2,10,513,513,0.9005847953,3353.107212,447,7128,0.5057810183,0.4249512671,479,0,0.3372319688,0.4704134698,0.8956158664,0.9053583855,0.06680584551,3
43,0.3,rolling,object,3,100,4,4,1,7128,7128,7128,0.5001459451,0.5,4,0,1,1,1,1,0,1
43,0.3,rolling,object,4,101,10,10,1,7128,7128,7128,0.6500972838,0.6,10,0,1,1,1,1,0,1
43,0.3,rolling,object,5,102,10,10,1,7128,7128,7128,0.4208367072,0.3,9,0,1,1,1,1,0.1111111111,2
43,0.3,rolling,object,6,103,10,10,1,7128,7128,7128,0.1880154467,0,8,0,1,1,1,1,0.25,2
43,0.3,rolling,object,7,104,4,4,1,7128,7128,7128,0.1986233301,0,4,0,1,1,1,1,0,1
43,0.3,rolling,object,8,105,7,7,1,7128,7128,7128,0.5932724605,0.5714285714,7,0,1,1,1,1,0,1
43,0.3,rolling,object,9,106,3,3,1,7045.333333,7128,7128,0.3888888889,0,3,0,0.6666666667,0.988402544,1,1,0,1
43,0.3,rolling,object,10,107,3,3,1,7127.666667,7128,7128,1,1,3,0,0.6666666667,0.9999532361,1,1,0,1
43,0.3,rolling,object,11,108,5,5,1,7128,7128,7128,0.1883333333,0,5,0,1,1,1,1,0,1
43,0.3,rolling,object,12,109,15,15,1,7125.2,7128,7128,0.08654313442,0.06666666667,15,0,0.8,0.9996071829,1,1,0,1
43,0.3,rolling,object,13,11,425,425,0.9176470588,2987.642353,680,7128,0.526675543,0.4047058824,386,0,0.2211764706,0.4191417442,0.9170984456,0.9300518135,0.08549222798,4
43,0.3,rolling,object,14,110,11,11,1,7128,7128,7128,0.1896386179,0.09090909091,10,0,1,1,1,1,0.1,2
43,0.3,rolling,object,15,111,8,8,1,6283.875,7128,7128,0.3984237304,0.375,8,0,0.75,0.8815761785,1,1,0,1
43,0.3,rolling,object,16,112,6,6,1,7128,7128,7128,0.2087371966,0.1666666667,6,0,1,1,1,1,0,1
43,0.3,rolling,object,17,113,4,4,1,7128,7128,7128,0.5096590604,0.5,4,0,1,1,1,1,0,1
43,0.3,rolling,object,18,114,2,2,1,7128,7128,7128,0.2,0,2,0,1,1,1,1,0,1
43,0.3,rolling,object,19,115,3,3,1,7128,7128,7128,1,1,3,0,1,1,1,1,0,1
43,0.3,rolling,object,20,116,6,6,1,7128,7128,7128,0.504226445,0.5,6,0,1,1,1,1,0,1
43,0.3,rolling,object,21,117,2,2,1,7128,7128,7128,1,1,2,0,1,1,1,1,0,1
43,0.3,rolling,object,22,118,2,2,1,7128,7128,7128,0.1001774308,0,2,0,1,1,1,1,0,1
43,0.3,rolling,object,23,119,6,6,1,7128,7128,7128,0.5315656566,0.3333333333,6,0,1,1,1,1,0,1
43,0.3,rolling,object,24,12,378,378,0.9338624339,3362.891534,1164,7128,0.2544143109,0.1587301587,343,0,0.3042328042,0.47178613,0.9300291545,0.934888241,0.09037900875,3
43,0.3,rolling,object,25,120,1,1,1,7128,7128,7128,1,1,1,0,1,1,1,1,0,1
43,0.3,rolling,object,26,121,4,4,1,7128,7128,7128,0.500036075,0.25,4,0,1,1,1,1,0,1
43,0.3,rolling,object,27,122,8,8,1,7128,7128,7128,0.1522693669,0.125,6,0,1,1,1,1,0.1666666667,3
43,0.3,rolling,object,28,123,3,3,1,7128,7128,7128,0.5833333333,0.3333333333,3,0,1,1,1,1,0,1
43,0.3,rolling,object,29,124,1,1,1,7128,7128,7128,1,1,1,0,1,1,1,1,0,1
43,0.3,rolling,object,30,125,3,3,1,7128,7128,7128,0.5666666667,0.3333333333,3,0,1,1,1,1,0,1
43,0.3,rolling,object,31,126,4,4,1,7128,7128,7128,0.005384410028,0,3,0,1,1,1,1,0.3333333333,2
43,0.3,rolling,object,32,127,7,7,1,7128,7128,7128,0.09491329704,0,7,0,1,1,1,1,0,1
43,0.3,rolling,object,33,128,2,2,1,7128,7128,7128,0.1130952381,0,2,0,1,1,1,1,0,1
43,0.3,rolling,object,34,129,5,5,1,7128,7128,7128,0.6400342994,0.6,5,0,1,1,1,1,0,1
43,0.3,rolling,object,35,13,379,379,0.9577836412,2661.580475,625,7128,0.4377765529,0.3218997361,350,0,0.2321899736,0.3733979342,0.9571428571,0.9619047619,0.07142857143,4
43,0.3,rolling,object,37,131,8,8,1,7128,7128,7128,0.002543242659,0,8,0,1,1,1,1,0,1
43,0.3,rolling,object,38,132,2,2,1,7128,7128,7128,0.007555200851,0,2,0,1,1,1,1,0,1
43,0.3,rolling,object,39,133,3,3,1,7128,7128,7128,0.5555555556,0.3333333333,3,0,1,1,1,1,0,1
43,0.3,rolling,object,40,134,5,5,1,7128,7128,7128,1,1,5,0,1,1,1,1,0,1
43,0.3,rolling,object,41,135,3,3,1,7128,7128,7128,0.2288888889,0,3,0,1,1,1,1,0,1
43,0.3,rolling,object,42,136,2,2,1,7128,7128,7128,0.1250748391,0,2,0,1,1,1,1,0,1
43,0.3,rolling,object,43,137,3,3,1,7128,7128,7128,0.1667852813,0,3,0,1,1,1,1,0,1
43,0.3,rolling,object,44,138,1,1,1,7128,7128,7128,0.0001599744041,0,1,0,1,1,1,1,0,1
43,0.3,rolling,object,45,139,4,4,1,7128,7128,7128,0.5626029654,0.5,4,0,1,1,1,1,0,1
43,0.3,rolling,object,46,14,275,275,0.9236363636,3679.378182,4575,7128,0.4310826329,0.3490909091,264,0,0.3490909091,0.5161866136,0.9204545455,0.9223484848,0.03787878788,3
43,0.3,rolling,object,47,140,3,3,1,7128,7128,7128,0.8333333333,0.3333333333,2,0,1,1,1,1,0.5,2
43,0.3,rolling,object,48,141,6,6,1,7128,7128,7128,0.001211795074,0,6,0,1,1,1,1,0,1
43,0.3,rolling,object,49,142,4,4,1,7128,7128,7128,0.2520905541,0.25,3,0,1,1,1,1,0.3333333333,2
43,0.3,rolling,object,51,144,2,2,1,7128,7128,7128,0.1746031746,0,2,0,1,1,1,1,0,1
43,0.3,rolling,object,52,145,4,4,1,7128,7128,7128,0.2786073584,0.25,4,0,1,1,1,1,0,1
43,0.3,rolling,object,53,146,1,1,1,7128,7128,7128,0.5,0,1,0,1,1,1,1,0,1
43,0.3,rolling,object,55,148,2,2,1,7128,7128,7128,0.01994047619,0,2,0,1,1,1,1,0,1
43,0.3,rolling,object,56,149,1,1,1,7128,7128,7128,1,1,1,0,1,1,1,1,0,1
43,0.3,rolling,object,57,15,358,358,0.9608938547,2762.148045,525,7128,0.3138295371,0.2094972067,330,0,0.2094972067,0.3875067403,0.9575757576,0.9661616162,0.07575757576,3
43,0.3,rolling,object,58,150,2,2,1,7128,7128,7128,0.5005494505,0.5,2,0,1,1,1,1,0,1
43,0.3,rolling,object,59,151,1,1,1,7128,7128,7128,0.3333333333,0,1,0,1,1,1,1,0,1
43,0.3,rolling,object,60,152,2,2,1,7128,7128,7128,0.5007692308,0.5,2,0,1,1,1,1,0,1
43,0.3,rolling,object,61,153,2,2,1,7128,7128,7128,0.6666666667,0.5,2,0,1,1,1,1,0,1
43,0.3,rolling,object,63,155,1,1,1,7128,7128,7128,0.04,0,1,0,1,1,1,1,0,1
43,0.3,rolling,object,64,156,5,5,1,7128,7128,7128,0.6412903226,0.6,5,0,1,1,1,1,0,1
43,0.3,rolling,object,65,157,3,3,1,7128,7128,7128,0.3810271026,0.3333333333,3,0,1,1,1,1,0,1
43,0.3,rolling,object,66,158,2,2,1,7128,7128,7128,0.02199074074,0,2,0,1,1,1,1,0,1
43,0.3,rolling,object,67,159,3,3,1,7128,7128,7128,0.1718413681,0,3,0,1,1,1,1,0,1
43,0.3,rolling,object,68,16,367,367,0.9455040872,2726.828338,954,7128,0.3428171201,0.2479564033,322,0,0.1825613079,0.3825516748,0.9409937888,0.9539337474,0.1304347826,3
43,0.3,rolling,object,71,162,6,6,1,7128,7128,7128,0.375,0,6,0,1,1,1,1,0,1
43,0.3,rolling,object,72,163,2,2,1,7128,7128,7128,1,1,2,0,1,1,1,1,0,1
43,0.3,rolling,object,73,164,6,6,1,7128,7128,7128,0.0002065243053,0,6,0,1,1,1,1,0,1
43,0.3,rolling,object,74,165,1,1,1,7128,7128,7128,0.002487562189,0,1,0,1,1,1,1,0,1
43,0.3,rolling,object,77,168,1,1,1,7128,7128,7128,1,1,1,0,1,1,1,1,0,1
43,0.3,rolling,object,78,169,1,1,1,7128,7128,7128,0.1428571429,0,1,0,1,1,1,1,0,1
43,0.3,rolling,object,79,17,347,347,0.9481268012,3058.060519,1669,7128,0.3441490032,0.2276657061,309,0,0.2564841499,0.429020836,0.9417475728,0.9535059331,0.08090614887,5
43,0.3,rolling,object,80,170,1,1,1,7128,7128,7128,1,1,1,0,1,1,1,1,0,1
43,0.3,rolling,object,82,172,2,2,1,7128,7128,7128,0.5098039216,0.5,2,0,1,1,1,1,0,1
43,0.3,rolling,object,84,174,2,2,1,7128,7128,7128,0.5014245014,0.5,2,0,1,1,1,1,0,1
43,0.3,rolling,object,85,175,1,1,1,7128,7128,7128,0.1428571429,0,1,0,1,1,1,1,0,1
43,0.3,rolling,object,88,178,1,1,1,7128,7128,7128,1,1,1,0,1,1,1,1,0,1
43,0.3,rolling,object,89,179,1,1,1,7128,7128,7128,1,1,1,0,1,1,1,1,0,1
43,0.3,rolling,object,90,18,170,170,0.9588235294,3693.6,5737,7128,0.5267262386,0.4235294118,165,0,0.3529411765,0.5181818182,0.9575757576,0.9636363636,0.0303030303,2
43,0.3,rolling,object,91,180,1,1,1,7128,7128,7128,0.000150579732,0,1,0,1,1,1,1,0,1
43,0.3,rolling,object,93,182,3,3,1,7128,7128,7128,0.001772095695,0,3,0,1,1,1,1,0,1
43,0.3,rolling,object,97,186,2,2,1,7128,7128,7128,0.0001455866388,0,2,0,1,1,1,1,0,1
43,0.3,rolling,object,98,187,3,3,1,7128,7128,7128,0.0005071255121,0,3,0,1,1,1,1,0,1
43,0.3,rolling,object,100,189,1,1,1,7128,7128,7128,0.0001702997275,0,1,0,1,1,1,1,0,1
43,0.3,rolling,object,101,19,148,148,0.9527027027,3574.202703,3462,7128,0.4481159842,0.3310810811,136,0,0.3716216216,0.5014313556,0.9485294118,0.9534313725,0.08088235294,3
43,0.3,rolling,object,103,191,2,2,1,7128,7128,7128,0.4166666667,0,2,0,1,1,1,1,0,1
43,0.3,rolling,object,106,194,1,1,1,7128,7128,7128,0.006134969325,0,1,0,1,1,1,1,0,1
43,0.3,rolling,object,110,198,1,1,1,7128,7128,7128,0.0001558117794,0,1,0,1,1,1,1,0,1
43,0.3,rolling,object,111,199,1,1,1,7128,7128,7128,0.0001906577693,0,1,0,1,1,1,1,0,1
43,0.3,rolling,object,112,2,1296,1296,0.8888888889,3163.993827,819,7128,0.4279804675,0.3202160494,1143,0.01111111111,0.2507716049,0.4438824112,0.886264217,0.9111256926,0.09448818898,5
43,0.3,rolling,object,113,20,213,213,0.9014084507,3835.366197,5726,7128,0.3578327599,0.2957746479,196,0,0.4319248826,0.5380704542,0.9030612245,0.9098639456,0.08163265306,3
43,0.3,rolling,object,115,201,1,1,1,7128,7128,7128,0.5,0,1,0,1,1,1,1,0,1
43,0.3,rolling,object,117,203,2,2,1,7128,7128,7128,0.008196721311,0,2,0,1,1,1,1,0,1
43,0.3,rolling,object,124,21,196,196,0.943877551,3047.336735,432,7128,0.5810799612,0.4744897959,192,0,0.2704081633,0.4275163769,0.9427083333,0.9453125,0.02083333333,2
43,0.3,rolling,object,126,211,1,1,1,7128,7128,7128,0.07142857143,0,1,0,1,1,1,1,0,1
43,0.3,rolling,object,132,217,1,1,1,7128,7128,7128,0.0002008838891,0,1,0,1,1,1,1,0,1
43,0.3,rolling,object,135,22,169,169,0.9704142012,3759.272189,4872,7128,0.2971423435,0.1893491124,155,0,0.3550295858,0.5273950883,0.9677419355,0.9741935484,0.08387096774,3
43,0.3,rolling,object,139,223,1,1,1,7128,7128,7128,0.0005420054201,0,1,0,1,1,1,1,0,1
43,0.3,rolling,object,143,227,1,1,1,7128,7128,7128,0.0009950248756,0,1,0,1,1,1,1,0,1
43,0.3,rolling,object,144,228,1,1,1,7128,7128,7128,0.0004985044865,0,1,0,1,1,1,1,0,1
43,0.3,rolling,object,146,23,129,129,0.9689922481,5158.27907,7128,7128,0.5884385386,0.503875969,127,0,0.5813953488,0.7236642915,0.968503937,0.968503937,0.0157480315,2
43,0.3,rolling,object,147,24,120,120,0.975,5812.283333,7128,7128,0.5413892954,0.4916666667,113,0,0.7083333333,0.8154157314,0.9734513274,0.9778761062,0.06194690265,2
43,0.3,rolling,object,148,25,101,101,0.9504950495,4707.811881,7128,7128,0.5567845004,0.5247524752,99,0,0.5247524752,0.6604674356,0.9494949495,0.9545454545,0.0202020202,2
43,0.3,rolling,object,149,26,95,95,0.9368421053,4483.347368,6261,7128,0.3394807658,0.2315789474,88,0,0.3473684211,0.6289769035,0.9431818182,0.9431818182,0.07954545455,2
43,0.3,rolling,object,150,27,149,149,0.9798657718,3489.174497,1253,7128,0.4039986344,0.2684563758,115,0,0.2751677852,0.4895025949,0.9739130435,0.9804347826,0.2173913043,4
43,0.3,rolling,object,151,28,132,132,0.8939393939,5126.477273,7128,7128,0.3348622943,0.2803030303,131,0.006060606061,0.5303030303,0.7192027599,0.893129771,0.893129771,0.007633587786,2
43,0.3,rolling,object,152,29,80,80,1,4998.7375,7128,7128,0.4725112172,0.425,77,0,0.5875,0.7012819164,1,1,0.03896103896,2
43,0.3,rolling,object,153,3,1133,1133,0.8984995587,3453.895852,2281,7128,0.2457827182,0.1491615181,878,0.001500441306,0.2780229479,0.4845532901,0.8883826879,0.9125094913,0.2141230068,6
43,0.3,rolling,object,154,30,104,104,0.9134615385,4095.759615,7030,7128,0.3576301306,0.2788461538,100,0,0.4134615385,0.5746015173,0.91,0.91,0.04,2
43,0.3,rolling,object,155,31,56,56,0.9821428571,6201.678571,7128,7128,0.7481693526,0.7321428571,56,0,0.7857142857,0.870044693,0.9821428571,0.9821428571,0,1
43,0.3,rolling,object,156,32,60,60,0.9833333333,4891.2,7124.5,7128,0.5507968758,0.4666666667,59,0,0.4666666667,0.6861952862,0.9830508475,0.9830508475,0.01694915254,2
43,0.3,rolling,object,157,33,56,56,1,6520.285714,7128,7128,0.2340507665,0.1785714286,48,0,0.6071428571,0.9147426647,1,1,0.1666666667,2
43,0.3,rolling,object,158,34,59,59,1,5919.322034,7128,7128,0.7768279672,0.6779661017,59,0,0.7627118644,0.8304323841,1,1,0,1
43,0.3,rolling,object,159,35,52,52,0.9807692308,5726.057692,7128,7128,0.5336175227,0.4615384615,52,0,0.6538461538,0.8033189804,0.9807692308,0.9807692308,0,1
43,0.3,rolling,object,160,36,61,61,1,5940.885246,7128,7128,0.5341171857,0.4262295082,58,0,0.6393442623,0.8334575261,1,1,0.05172413793,2
43,0.3,rolling,object,161,37,45,45,0.9777777778,4971.533333,7128,7128,0.256341013,0.1777777778,44,0,0.5555555556,0.6974653947,0.9772727273,0.9772727273,0.02272727273,2
43,0.3,rolling,object,162,38,47,47,1,5197.106383,7128,7128,0.3083887662,0.2127659574,45,0,0.5531914894,0.7291114454,1,1,0.02222222222,3
43,0.3,rolling,object,163,39,45,45,1,6149.488889,7128,7128,0.5859578748,0.5333333333,43,0,0.6888888889,0.8627229081,1,1,0.04651162791,2
43,0.3,rolling,object,164,4,942,942,0.9787685775,4875.150743,7107,7128,0.1806554742,0.1072186837,866,0,0.4501061571,0.6839437069,0.9780600462,0.9792147806,0.07505773672,3
43,0.3,rolling,object,165,40,48,48,0.9791666667,5636.375,7126.5,7128,0.3448986681,0.25,48,0,0.4791666667,0.7907372334,0.9791666667,0.9791666667,0,1
43,0.3,rolling,object,166,41,43,43,1,5122.581395,7128,7128,0.492915468,0.4186046512,42,0,0.5348837209,0.7186562002,1,1,0.02380952381,2
43,0.3,rolling,object,167,42,42,42,1,5243.404762,7128,7128,0.4834162949,0.4285714286,41,0,0.5476190476,0.7356067287,1,1,0.0243902439,2
43,0.3,rolling,object,168,43,43,43,1,6468.488372,7128,7128,0.3330174299,0.2790697674,41,0,0.7209302326,0.907475922,1,1,0.0243902439,3
43,0.3,rolling,object,169,44,43,43,1,5474.511628,7128,7128,0.5851361132,0.511627907,42,0,0.6046511628,0.7680291285,1,1,0.02380952381,2
43,0.3,rolling,object,170,45,27,27,1,5820.777778,7128,7128,0.2723174513,0.2222222222,27,0,0.5925925926,0.8166074323,1,1,0,1
43,0.3,rolling,object,171,46,21,21,1,6394.238095,7128,7128,0.4186917269,0.380952381,20,0,0.5714285714,0.8970592165,1,1,0.05,2
43,0.3,rolling,object,172,47,70,70,1,7127.557143,7128,7128,0.1880834587,0.05714285714,40,0,0.9428571429,0.9999378708,1,1,0.25,4
43,0.3,rolling,object,173,48,32,32,0.9375,4814.9375,7128,7128,0.4625927282,0.375,32,0,0.53125,0.6754962823,0.9375,0.9375,0,1
43,0.3,rolling,object,174,49,19,19,0.9473684211,3527.947368,1365,7128,0.2702047322,0.1578947368,19,0,0.3684210526,0.4949421112,0.9473684211,0.9473684211,0,1
43,0.3,rolling,object,175,5,942,942,0.7887473461,2758.894904,748,7128,0.1090448292,0.05838641189,682,0.1112526539,0.1135881104,0.3870503514,0.7419354839,0.7982137039,0.2214076246,9
43,0.3,rolling,object,176,50,19,19,1,7090.894737,7128,7128,0.08121562561,0.05263157895,18,0,0.8421052632,0.9947944356,1,1,0.05555555556,2
43,0.3,rolling,object,177,51,29,29,1,7127.931034,7128,7128,0.1852581094,0.1034482759,29,0,0.9655172414,0.9999903247,1,1,0,1
43,0.3,rolling,object,178,52,28,28,0.9642857143,6428.892857,7123.5,7128,0.1905112858,0.1785714286,24,0,0.3928571429,0.9019209957,0.9583333333,0.9861111111,0.125,3
43,0.3,rolling,object,179,53,38,38,1,6423.078947,7128,7128,0.4349472627,0.3947368421,33,0,0.8157894737,0.9011053518,1,1,0.1212121212,3
43,0.3,rolling,object,180,54,31,31,1,6179.806452,7128,7128,0.3030027273,0.2580645161,31,0,0.5806451613,0.8669762138,1,1,0,1
43,0.3,rolling,object,181,55,19,19,1,6897.684211,7128,7128,0.4349005436,0.4210526316,19,0,0.6842105263,0.9676885817,1,1,0,1
43,0.3,rolling,object,182,56,20,20,1,7103.25,7128,7128,0.1551766718,0.1,20,0,0.9,0.9965277778,1,1,0,1
43,0.3,rolling,object,183,57,30,30,1,6803.066667,7119,7128,0.2945455918,0.1333333333,30,0,0.4,0.9544145155,1,1,0,1
43,0.3,rolling,object,184,58,29,29,1,7095.827586,7128,7128,0.253311036,0.2413793103,29,0,0.7931034483,0.9954864739,1,1,0,1
43,0.3,rolling,object,185,59,34,34,0.9705882353,5872.852941,7128,7128,0.2676483887,0.2058823529,30,0,0.7941176471,0.8239131511,0.9666666667,0.9666666667,0.1333333333,2
43,0.3,rolling,object,186,6,845,845,0.9041420118,2434.809467,123,7128,0.5745450864,0.4639053254,748,0,0.1846153846,0.3415838198,0.8943850267,0.9144385027,0.1189839572,3
43,0.3,rolling,object,187,60,33,33,0.9393939394,6300.818182,7128,7128,0.2614349188,0.2121212121,30,0,0.696969697,0.883953168,0.9333333333,0.9333333333,0.1,2
43,0.3,rolling,object,188,61,19,19,1,6911.473684,7128,7128,0.3394118512,0.2631578947,19,0,0.7368421053,0.9696231319,1,1,0,1
43,0.3,rolling,object,189,62,33,33,1,7117.060606,7128,7128,0.2103349998,0.1515151515,31,0,0.8787878788,0.9984652927,1,1,0.03225806452,3
43,0.3,rolling,object,190,63,25,25,1,7128,7128,7128,0.2190824966,0.16,21,0,1,1,1,1,0.1428571429,3
43,0.3,rolling,object,191,64,17,17,1,7125.823529,7128,7128,0.06320892966,0,17,0,0.8235294118,0.999694659,1,1,0,1
