seed,deletion_rate,method,query_count,coverage,macro_time_coverage,positive_undercoverage,fraction_timestamps_below_target,mean_size,median_size,p90_size
59,0,time_window_30,38596,0.8744947663,0.8741713967,0.02678727179,0.9452054795,3071.912167,1091.567287,7128
71,0,time_window_30,38596,0.8747279511,0.8745609782,0.02656660945,0.9178082192,3082.370816,1105.380324,7128
17,0.1,static,38596,0.8197481604,0.8157333042,0.08426669583,1,2544.770857,492.841823,7127.994051
29,0.1,static,38596,0.8222613742,0.8178744058,0.08224634205,0.9863013699,2609.836512,550.5645663,7127.994051
43,0.1,static,38596,0.8183749611,0.8144205925,0.08557940755,1,2499.341149,427.4789616,7127.983003
59,0.1,static,38596,0.817260856,0.8125378826,0.08761133965,0.9726027397,2343.599181,321.5158307,7127.936999
71,0.1,static,38596,0.8211731786,0.816442048,0.08361624407,0.9863013699,2498.662271,463.9477666,7127.989481
17,0.1,expanding,38596,0.856798632,0.8551141434,0.04496887856,0.9863013699,3004.913696,935.8543113,7128
29,0.1,expanding,38596,0.8577572805,0.8559279935,0.04431211884,0.9589041096,2990.583765,968.6949943,7128
43,0.1,expanding,38596,0.8560213494,0.8543098367,0.04577854154,0.9863013699,2931.732459,836.7893046,7128
59,0.1,expanding,38596,0.854337237,0.8519076391,0.04866771968,0.9589041096,2721.547207,534.7890455,7128
71,0.1,expanding,38596,0.8570059073,0.8542524317,0.04592279991,0.9589041096,2872.311431,800.2489377,7128
17,0.1,rolling_count_250,38596,0.9093688465,0.9089361741,0.007312628406,0.301369863,3876.70642,4902.361229,7128
29,0.1,rolling_count_250,38596,0.9125297958,0.9114325427,0.005706190969,0.3561643836,3881.662297,4729.960825,7128
43,0.1,rolling_count_250,38596,0.9093170277,0.9087012283,0.006712164721,0.3835616438,3823.255337,4639.759094,7128
59,0.1,rolling_count_250,38596,0.9071924552,0.9064792023,0.008302679143,0.397260274,3557.449088,3323.183646,7128
